customer_id,cart_amount,average_order_value,previous_purchases,previous_abandonments,previous_reminders,previous_recoveries,purchase_frequency,cart_vs_average,minutes_since_abandonment,natural_probability,intervention_probability,natural_recovered,intervention_recovered
CUST673,9091,3821,3,1,4,3,0.25,2.38,306,0.229,0.324,0,0
CUST674,1050,802,4,3,0,3,0.33,1.31,498,0.245,0.41,0,1
CUST675,3096,909,9,0,3,4,4.5,3.41,1211,0.283,0.468,0,1
CUST676,5827,4572,7,0,1,3,1.0,1.27,1390,0.197,0.377,0,0
CUST677,3141,4971,4,2,1,0,2.0,0.63,688,0.092,0.197,0,1
CUST678,3003,3900,5,5,2,4,1.25,0.77,899,0.14,0.3,0,1
CUST679,1622,1318,12,1,0,3,12.0,1.23,14,0.592,0.837,1,1
CUST680,2379,2824,13,5,3,5,4.33,0.84,423,0.455,0.695,0,1
CUST681,916,3875,7,1,4,5,2.33,0.24,1222,0.226,0.391,0,0
CUST682,9437,1221,9,2,3,0,2.25,7.73,483,0.218,0.343,1,0
CUST683,7905,1283,11,4,4,1,1.0,6.16,1283,0.078,0.223,0,1
CUST684,3188,1423,4,5,3,3,0.36,2.24,328,0.169,0.289,0,1
CUST685,5777,3483,9,1,3,2,1.12,1.66,1264,0.167,0.322,1,0
CUST686,8736,4902,5,1,0,3,2.5,1.78,238,0.372,0.547,0,0
CUST687,2104,3170,13,1,2,1,3.25,0.66,668,0.366,0.561,1,0
CUST688,9886,2138,12,1,0,3,12.0,4.62,993,0.396,0.641,0,1
CUST689,7799,4227,5,3,2,1,0.45,1.85,398,0.17,0.285,0,1
CUST690,4897,3251,4,0,4,0,2.0,1.51,280,0.164,0.224,0,0
CUST691,2868,1902,10,1,2,4,1.0,1.51,1307,0.284,0.494,0,0
CUST692,3846,2381,2,3,4,3,0.25,1.62,1212,0.05,0.135,0,0
CUST693,9793,4007,7,1,2,3,0.7,2.44,456,0.339,0.504,0,0
CUST694,8561,541,13,0,0,3,1.86,15.82,69,0.631,0.886,1,1
CUST695,9450,1302,14,3,1,0,1.17,7.26,26,0.45,0.655,0,0
CUST696,1786,1587,11,2,1,5,1.38,1.13,33,0.598,0.848,0,1
CUST697,6941,4262,0,3,3,1,0.0,1.63,379,0.05,0.1,0,0
CUST698,835,511,2,3,2,4,0.29,1.63,608,0.173,0.303,0,0
CUST699,5800,4943,6,5,0,4,0.67,1.17,113,0.362,0.562,0,0
CUST700,969,922,3,3,2,3,0.5,1.05,749,0.13,0.255,0,0
CUST701,9141,1048,6,1,2,1,0.55,8.72,233,0.278,0.403,0,0
CUST702,8550,2218,7,2,2,2,1.0,3.85,1394,0.086,0.236,0,1
CUST703,2310,3328,14,3,4,4,1.17,0.69,963,0.362,0.582,0,0
CUST704,1375,2894,14,4,2,5,1.75,0.48,386,0.533,0.798,1,1
CUST705,4821,1964,9,0,0,1,0.75,2.45,230,0.419,0.604,1,1
CUST706,9170,2173,0,2,3,5,0.0,4.22,271,0.236,0.346,0,0
CUST707,4106,675,9,1,0,0,0.82,6.08,1065,0.187,0.357,0,0
CUST708,7595,3173,15,4,4,4,3.0,2.39,938,0.367,0.597,0,0
CUST709,6393,3010,5,2,1,3,5.0,2.12,591,0.257,0.417,1,1
CUST710,3286,1862,5,5,4,2,0.42,1.76,360,0.128,0.228,0,0
CUST711,5487,1757,5,1,0,0,1.67,3.12,1177,0.065,0.195,0,0
CUST712,2723,2180,1,5,2,2,0.12,1.25,764,0.05,0.14,0,0
CUST713,2681,2970,3,0,3,3,0.5,0.9,939,0.147,0.257,0,0
CUST714,5048,4974,10,5,2,3,0.91,1.01,1175,0.17,0.365,1,0
CUST715,8147,4121,10,5,0,5,3.33,1.98,83,0.508,0.763,0,1
CUST716,6155,703,12,4,1,3,2.0,8.76,190,0.462,0.692,1,1
CUST717,1669,4812,7,2,1,0,0.88,0.35,1103,0.084,0.219,0,0
CUST718,8681,4692,12,1,3,2,1.09,1.85,115,0.472,0.657,1,1
CUST719,4963,4003,11,3,2,0,1.83,1.24,707,0.219,0.379,0,0
CUST720,7109,1217,6,5,3,5,1.2,5.84,907,0.184,0.354,1,0
CUST721,1710,3972,13,1,4,4,3.25,0.43,295,0.521,0.731,1,0
CUST722,1749,4803,10,0,4,3,1.43,0.36,14,0.487,0.652,0,1
CUST723,3564,1932,14,5,4,1,2.0,1.84,381,0.309,0.484,1,0
CUST724,7893,2973,9,3,4,5,9.0,2.65,460,0.378,0.563,0,1
CUST725,3238,2958,15,0,2,3,1.25,1.09,1008,0.453,0.698,0,1
CUST726,6227,2770,15,0,4,5,1.88,2.25,1191,0.457,0.702,0,0
CUST727,9725,4399,3,2,4,5,0.6,2.21,36,0.338,0.463,1,1
CUST728,2975,3118,14,5,1,2,2.8,0.95,109,0.463,0.698,1,1
CUST729,1558,3416,1,2,2,4,0.25,0.46,1053,0.084,0.204,0,1
CUST730,5232,1274,5,4,2,2,0.45,4.11,556,0.154,0.284,0,0
CUST731,8789,4877,11,1,0,1,1.83,1.8,577,0.375,0.58,0,1
CUST732,3922,1835,3,1,1,4,0.33,2.14,386,0.313,0.468,0,0
CUST733,2209,4806,3,3,3,0,3.0,0.46,269,0.086,0.151,0,0
CUST734,5904,3470,4,3,4,4,0.33,1.7,353,0.234,0.354,0,0
CUST735,4012,1471,7,1,1,5,2.33,2.73,630,0.404,0.614,1,0
CUST736,7365,3980,3,0,0,3,0.75,1.85,88,0.377,0.532,1,0
CUST737,1009,4706,1,3,0,2,0.2,0.21,136,0.203,0.323,0,0
CUST738,6059,1514,6,4,1,1,3.0,4.0,60,0.258,0.398,1,0
CUST739,4262,2772,11,2,1,4,1.1,1.54,1035,0.358,0.593,1,0
CUST740,3114,614,6,5,1,2,6.0,5.07,1101,0.065,0.22,0,1
CUST741,7503,2253,15,2,4,1,7.5,3.33,1380,0.209,0.394,1,1
CUST742,6977,3609,13,1,4,1,2.17,1.93,232,0.414,0.579,1,1
CUST743,965,1613,15,2,2,4,2.5,0.6,169,0.611,0.871,1,1
CUST744,9375,4243,9,5,3,1,1.8,2.21,835,0.113,0.253,0,0
CUST745,509,1070,15,5,2,1,1.88,0.48,1381,0.174,0.389,0,0
CUST746,6863,4781,2,0,1,3,0.2,1.44,1424,0.065,0.195,0,0
CUST747,3581,1882,2,2,1,2,0.29,1.9,1219,0.05,0.165,0,0
CUST748,4772,4588,8,5,4,4,1.14,1.04,1319,0.091,0.251,0,0
CUST749,7748,3813,15,4,2,1,7.5,2.03,222,0.431,0.646,1,1
CUST750,8461,1602,0,0,0,0,0.0,5.28,1389,0.05,0.13,0,0
CUST751,1878,3178,4,2,4,4,0.36,0.59,157,0.299,0.419,0,0
CUST752,8570,4317,6,2,3,3,0.67,1.99,536,0.253,0.393,0,0
CUST753,6585,4977,0,0,3,0,0.0,1.32,922,0.05,0.085,0,0
CUST754,5265,794,1,1,4,5,0.12,6.63,337,0.253,0.358,0,1
CUST755,8337,3687,15,0,4,5,1.67,2.26,1352,0.425,0.67,0,1
CUST756,4615,4398,5,4,0,3,0.5,1.05,1014,0.142,0.317,0,0
CUST757,9974,3389,9,2,0,0,3.0,2.94,93,0.356,0.526,0,1
CUST758,5954,720,10,3,0,3,1.43,8.27,732,0.349,0.574,0,0
CUST759,1691,2528,7,5,2,4,3.5,0.67,1410,0.088,0.268,0,1
CUST760,7851,1890,0,4,2,0,0.0,4.15,1348,0.05,0.1,0,0
CUST761,664,2684,0,5,3,4,0.0,0.25,649,0.05,0.145,0,0
CUST762,8438,1300,15,0,1,2,1.36,6.49,1030,0.429,0.674,1,1
CUST763,1534,3476,13,1,3,5,3.25,0.44,1098,0.42,0.66,1,1
CUST764,9773,3793,7,4,0,5,0.7,2.58,195,0.436,0.661,1,1
CUST765,1556,4850,15,3,1,2,3.0,0.32,1335,0.293,0.538,0,1
CUST766,4416,4923,10,1,3,3,1.11,0.9,1280,0.229,0.409,0,0
CUST767,9751,1979,0,5,4,1,0.0,4.93,1023,0.05,0.085,0,0
CUST768,7406,4328,8,5,4,4,0.67,1.71,1160,0.123,0.283,0,0
CUST769,5219,3484,14,1,1,1,2.0,1.5,892,0.367,0.587,1,0
CUST770,2931,1027,6,3,2,2,0.55,2.85,526,0.21,0.35,0,0
CUST771,5387,1430,4,1,0,1,0.5,3.77,951,0.125,0.26,0,0
CUST772,777,803,6,1,2,1,1.2,0.97,530,0.219,0.344,0,1
CUST773,5443,845,15,0,0,0,3.0,6.44,1233,0.328,0.558,0,0
CUST774,2602,3834,11,5,0,3,5.5,0.68,484,0.373,0.608,0,1
CUST775,2303,1488,8,3,0,1,1.33,1.55,642,0.237,0.412,0,0
CUST776,3169,2432,13,1,1,0,2.6,1.3,439,0.392,0.587,0,1
CUST777,2150,958,15,4,2,5,1.67,2.24,649,0.505,0.78,1,1
CUST778,6325,2775,4,2,3,5,4.0,2.28,632,0.264,0.414,0,0
CUST779,9355,785,1,5,1,2,0.2,11.92,788,0.05,0.155,0,0
CUST780,6738,1499,7,3,3,0,1.4,4.49,524,0.135,0.24,1,0
CUST781,5496,2428,9,1,1,3,1.29,2.26,1320,0.236,0.436,0,1
CUST782,7220,1156,15,3,3,2,5.0,6.25,206,0.479,0.694,0,1
CUST783,5653,3382,13,4,4,5,1.08,1.67,929,0.359,0.584,1,1
CUST784,6864,2005,14,5,1,0,1.27,3.42,410,0.323,0.528,1,0
CUST785,2431,1407,5,1,4,5,0.45,1.73,1217,0.177,0.322,0,0
CUST786,3142,4198,15,5,1,2,1.5,0.75,1408,0.228,0.473,0,0
CUST787,6747,2127,2,3,2,1,0.2,3.17,773,0.05,0.135,0,0
CUST788,3064,2373,2,3,1,2,0.29,1.29,102,0.215,0.33,0,0
CUST789,2222,1722,2,2,1,4,0.17,1.29,29,0.334,0.479,0,0
CUST790,3628,4216,15,0,1,5,3.0,0.86,391,0.677,0.9,1,1
CUST791,4936,1566,13,1,4,1,3.25,3.15,1387,0.183,0.348,0,0
CUST792,7688,1695,0,2,2,1,0.0,4.54,509,0.05,0.115,0,0
CUST793,6813,1202,0,3,1,2,0.0,5.67,1407,0.05,0.145,0,0
CUST794,1153,2599,2,0,4,0,0.5,0.44,682,0.05,0.09,0,0
CUST795,6541,872,0,2,4,4,0.0,7.5,620,0.106,0.186,0,1
CUST796,8374,836,5,2,1,4,0.62,10.02,695,0.276,0.451,1,1
CUST797,5432,4845,13,1,2,0,4.33,1.12,91,0.442,0.622,0,0
CUST798,4621,2801,11,3,2,2,1.83,1.65,1059,0.228,0.418,0,1
CUST799,3395,4524,4,4,3,0,4.0,0.75,305,0.079,0.154,0,1
CUST800,2200,2631,5,5,3,3,5.0,0.84,1014,0.057,0.187,0,0
CUST801,2725,4474,14,3,0,5,2.33,0.61,254,0.624,0.9,1,1
CUST802,9528,1979,5,5,4,2,0.5,4.81,1359,0.05,0.15,0,0
CUST803,8461,533,5,3,0,1,2.5,15.87,1387,0.05,0.195,0,1
CUST804,5600,1499,12,2,4,0,12.0,3.74,315,0.307,0.447,1,0
CUST805,395,4430,14,5,2,4,14.0,0.09,675,0.41,0.66,0,0
CUST806,4935,3161,4,1,0,5,4.0,1.56,662,0.343,0.538,0,0
CUST807,4233,3624,2,3,2,1,1.0,1.17,817,0.05,0.135,1,0
CUST808,5191,3682,12,2,1,0,1.71,1.41,1006,0.229,0.414,0,0
CUST809,8699,1575,11,5,0,2,1.38,5.52,410,0.348,0.568,0,1
CUST810,3353,2699,13,0,3,2,1.18,1.24,890,0.367,0.562,0,1
CUST811,2840,3299,14,5,1,5,1.56,0.86,1015,0.402,0.682,0,1
CUST812,5221,2881,14,3,0,3,4.67,1.81,305,0.534,0.799,0,1
CUST813,9327,2536,13,2,4,0,13.0,3.68,157,0.364,0.514,0,1
CUST814,6123,3883,3,3,4,2,0.3,1.58,522,0.096,0.176,1,0
CUST815,1041,1433,14,1,1,3,2.0,0.73,171,0.591,0.841,0,1
CUST816,3366,4227,14,4,2,2,4.67,0.8,433,0.403,0.623,1,0
CUST817,395,2624,3,3,4,0,1.5,0.15,809,0.05,0.1,1,0
CUST818,8274,4269,12,5,4,5,1.2,1.94,621,0.371,0.586,0,0
CUST819,527,3735,9,0,1,1,4.5,0.14,391,0.367,0.537,0,0
CUST820,2678,2041,0,1,3,5,0.0,1.31,1331,0.05,0.16,0,0
CUST821,2727,4912,6,0,2,3,0.86,0.56,971,0.236,0.391,1,1
CUST822,7664,1748,14,3,3,0,3.5,4.38,1199,0.175,0.35,0,0
CUST823,7374,3709,1,2,0,0,0.12,1.99,852,0.05,0.14,0,0
CUST824,8710,2882,1,3,3,3,0.08,3.02,1211,0.05,0.14,0,0
CUST825,611,4496,7,5,0,4,0.7,0.14,865,0.237,0.447,0,1
CUST826,5981,3917,15,0,3,4,1.25,1.53,919,0.491,0.736,1,1
CUST827,8617,2074,15,2,3,1,1.5,4.15,450,0.415,0.615,0,1
CUST828,6202,4337,4,2,3,3,1.33,1.43,968,0.116,0.236,0,0
CUST829,2861,1206,15,1,1,1,1.88,2.37,1241,0.322,0.552,1,1
CUST830,1070,4544,9,1,1,4,1.5,0.24,38,0.532,0.747,0,1
CUST831,5833,1799,5,4,0,0,2.5,3.24,882,0.05,0.18,0,1
CUST832,1064,2335,15,2,2,2,3.0,0.46,1141,0.337,0.567,0,0
CUST833,7789,4722,3,5,0,3,1.5,1.65,228,0.224,0.379,0,0
CUST834,2234,1334,1,4,0,1,0.17,1.67,421,0.081,0.186,0,0
CUST835,6259,4116,15,5,0,1,5.0,1.52,686,0.353,0.598,1,1
CUST836,4998,3905,0,1,3,2,0.0,1.28,1035,0.05,0.115,0,0
CUST837,8977,3899,11,5,1,1,2.75,2.3,864,0.197,0.387,1,0
CUST838,7551,3853,14,4,2,0,14.0,1.96,299,0.35,0.54,0,1
CUST839,2992,1070,2,2,2,3,2.0,2.8,889,0.102,0.217,0,1
CUST840,7169,1736,1,5,4,2,0.09,4.13,824,0.05,0.11,0,0
CUST841,2706,3069,11,0,2,4,1.57,0.88,1435,0.308,0.528,0,1
CUST842,6927,4959,14,5,2,5,2.8,1.4,405,0.504,0.769,1,1
CUST843,3801,3694,4,4,4,2,0.44,1.03,191,0.162,0.252,0,0
CUST844,4538,1810,0,0,4,4,0.0,2.51,495,0.181,0.261,0,0
CUST845,8614,1404,1,2,2,5,0.5,6.14,726,0.19,0.325,1,0
CUST846,385,1521,14,2,4,5,2.33,0.25,929,0.434,0.669,0,0
CUST847,9684,4868,7,2,2,2,2.33,1.99,1378,0.089,0.239,0,0
CUST848,3454,2528,3,2,4,4,0.38,1.37,740,0.157,0.267,1,0
CUST849,2430,3875,2,0,0,3,0.5,0.63,976,0.175,0.32,0,0
CUST850,6768,4811,12,4,4,4,1.2,1.41,541,0.372,0.572,0,1
CUST851,2664,4105,15,5,3,1,5.0,0.65,1036,0.223,0.423,0,0
CUST852,8055,4704,3,5,1,3,0.25,1.71,67,0.237,0.377,1,0
CUST853,9667,1472,13,0,0,2,13.0,6.57,594,0.486,0.726,0,1
CUST854,758,2997,11,2,2,3,3.67,0.25,293,0.446,0.651,0,1
CUST855,8308,2999,9,1,1,5,4.5,2.77,5,0.579,0.809,1,1
CUST856,9569,866,13,3,4,2,2.17,11.05,927,0.265,0.445,0,0
CUST857,7657,1587,4,4,3,3,0.33,4.82,306,0.199,0.319,0,0
CUST858,9163,3855,12,1,3,2,1.09,2.38,94,0.476,0.661,0,0
CUST859,5360,1225,5,5,0,4,0.45,4.38,1150,0.13,0.32,1,0
CUST860,8096,2076,1,4,4,1,1.0,3.9,1030,0.05,0.095,0,0
CUST861,9795,1972,0,2,1,1,0.0,4.97,910,0.05,0.13,0,0
CUST862,7460,3791,1,3,0,2,0.14,1.97,370,0.156,0.276,1,0
CUST863,9176,3629,8,0,0,0,1.6,2.53,345,0.331,0.491,1,1
CUST864,3072,1234,4,2,3,5,0.4,2.49,121,0.366,0.516,0,1
CUST865,2634,979,9,3,0,2,1.5,2.69,846,0.261,0.461,1,0
CUST866,9901,1490,1,1,1,4,0.12,6.64,485,0.243,0.378,0,0
CUST867,9362,1442,8,0,2,3,4.0,6.49,834,0.313,0.488,0,1
CUST868,1963,2414,0,2,4,4,0.0,0.81,505,0.129,0.209,0,1
CUST869,2632,3832,14,0,4,1,1.56,0.69,765,0.357,0.532,0,0
CUST870,316,4903,13,4,3,0,1.3,0.06,952,0.175,0.34,0,0
CUST871,4410,504,1,3,2,4,0.14,8.75,1393,0.05,0.17,0,0
CUST872,9050,2242,9,0,1,5,4.5,4.04,1154,0.374,0.604,1,1
CUST873,7377,1507,4,5,4,2,0.4,4.9,432,0.089,0.179,0,0
CUST874,4329,3306,8,5,3,2,1.33,1.31,1357,0.05,0.195,0,0
CUST875,333,3190,0,5,1,5,0.0,0.1,1247,0.05,0.19,1,1
CUST876,9116,1921,13,4,3,3,1.18,4.75,167,0.452,0.662,0,1
CUST877,6164,4146,3,2,3,4,1.0,1.49,793,0.166,0.291,0,0
CUST878,7583,569,3,3,2,1,0.75,13.33,20,0.196,0.291,0,0
CUST879,5267,3431,6,0,4,5,1.5,1.54,453,0.379,0.534,0,0
CUST880,416,801,8,3,4,1,0.73,0.52,402,0.205,0.32,0,0
CUST881,9568,4598,15,1,4,1,1.36,2.08,1377,0.235,0.42,0,1
CUST882,4034,1550,2,1,2,4,0.17,2.6,1072,0.131,0.261,0,1
CUST883,332,689,8,5,4,3,0.73,0.48,875,0.14,0.285,0,0
CUST884,8791,3146,13,3,2,0,1.62,2.79,956,0.219,0.399,0,0
CUST885,7654,2339,1,2,3,4,1.0,3.27,648,0.145,0.25,0,0
CUST886,4395,707,7,5,3,0,2.33,6.22,404,0.109,0.214,0,1
CUST887,5777,1292,0,3,3,0,0.0,4.47,513,0.05,0.085,0,0
CUST888,1494,3291,1,2,4,1,0.1,0.45,1229,0.05,0.095,0,0
CUST889,6483,4157,3,0,0,0,0.25,1.56,642,0.147,0.257,1,1
CUST890,7375,4120,1,2,4,5,0.5,1.79,135,0.268,0.373,0,0
CUST891,7035,2915,12,3,0,4,1.2,2.41,478,0.489,0.749,0,1
CUST892,1959,4214,12,3,3,4,1.09,0.46,696,0.386,0.601,0,0
CUST893,1982,4219,10,4,1,0,1.0,0.47,26,0.325,0.49,0,0
CUST894,6122,2086,4,5,4,2,0.5,2.93,863,0.05,0.14,0,0
CUST895,5406,2491,4,0,0,1,0.57,2.17,1198,0.1,0.235,0,0
CUST896,2715,3430,9,4,4,1,1.8,0.79,962,0.093,0.218,0,0
CUST897,9466,566,4,0,1,4,0.57,16.72,112,0.418,0.583,1,0
CUST898,8094,2148,2,2,1,5,0.17,3.77,1423,0.095,0.255,0,0
CUST899,5684,3212,10,4,2,3,5.0,1.77,333,0.363,0.558,0,0
CUST900,3954,845,15,1,0,5,3.75,4.68,1420,0.466,0.771,0,1
CUST901,6858,4438,10,5,3,1,10.0,1.55,378,0.229,0.379,0,1
CUST902,3485,745,3,1,2,3,0.3,4.68,1293,0.071,0.196,0,0
CUST903,3887,743,6,1,2,1,0.5,5.23,537,0.218,0.343,1,0
CUST904,4589,2514,5,1,0,1,5.0,1.83,208,0.298,0.443,0,1
CUST905,4234,1409,10,1,2,3,1.67,3.0,758,0.353,0.548,0,0
CUST906,3407,4053,2,0,1,1,0.22,0.84,393,0.191,0.291,0,0
CUST907,3398,4018,7,0,4,4,1.4,0.85,1097,0.236,0.386,0,1
CUST908,8311,936,8,1,4,4,0.67,8.88,429,0.369,0.529,1,1
CUST909,8642,1031,5,4,3,5,0.62,8.38,767,0.212,0.372,0,1
CUST910,4696,3562,15,5,3,3,2.14,1.32,1191,0.272,0.502,0,0
CUST911,4140,799,6,1,1,3,1.5,5.18,811,0.263,0.433,0,0
CUST912,2500,1787,11,2,4,0,2.2,1.4,173,0.31,0.44,0,1
CUST913,7281,837,14,4,4,2,1.75,8.7,924,0.265,0.455,0,1
CUST914,3242,4575,10,2,3,0,2.5,0.71,905,0.159,0.294,0,1
CUST915,1580,1175,9,4,4,4,2.25,1.34,567,0.292,0.462,1,1
CUST916,5694,813,6,2,1,5,1.2,7.0,513,0.377,0.577,0,0
CUST917,9198,2748,6,5,4,1,6.0,3.35,535,0.078,0.173,0,0
CUST918,494,3339,12,3,4,5,1.09,0.15,967,0.352,0.567,0,0
CUST919,3738,1722,12,1,1,5,3.0,2.17,972,0.461,0.721,0,0
CUST920,3377,4339,14,2,0,2,1.17,0.78,879,0.404,0.654,0,1
CUST921,5306,746,11,1,4,1,1.38,7.11,20,0.406,0.551,0,0
CUST922,6908,3283,7,3,3,5,0.78,2.1,1415,0.157,0.337,0,0
CUST923,9702,763,4,1,2,4,0.57,12.72,801,0.235,0.385,1,0
CUST924,5687,4878,12,1,3,0,1.5,1.17,1167,0.182,0.337,0,1
CUST925,825,1904,3,5,4,1,0.3,0.43,1412,0.05,0.115,0,0
CUST926,5069,1069,12,2,1,1,1.33,4.74,1351,0.2,0.4,1,1
CUST927,6707,4747,0,1,2,3,0.0,1.41,322,0.191,0.286,1,0
CUST928,5375,1063,12,1,1,1,1.0,5.06,886,0.318,0.518,0,1
CUST929,3604,3042,6,4,3,2,2.0,1.18,16,0.267,0.392,0,0
CUST930,7880,2522,10,4,3,3,10.0,3.12,1180,0.174,0.354,0,1
CUST931,3169,4238,11,5,2,3,2.75,0.75,851,0.26,0.465,1,0
CUST932,9616,4039,14,3,1,5,2.0,2.38,196,0.616,0.896,0,1
CUST933,1393,1793,8,5,4,2,0.67,0.78,1430,0.05,0.18,0,0
CUST934,1553,4542,13,4,0,2,1.44,0.34,216,0.462,0.702,0,1
CUST935,1031,4194,5,2,1,4,5.0,0.25,947,0.226,0.401,1,0
CUST936,6799,4283,12,2,3,1,12.0,1.59,78,0.414,0.584,1,0
CUST937,7858,1618,10,5,3,3,5.0,4.86,140,0.357,0.537,0,1
CUST938,3094,4085,4,3,2,1,0.4,0.76,37,0.218,0.323,1,1
CUST939,483,4879,12,1,0,5,2.4,0.1,1388,0.397,0.672,1,1
CUST940,7542,2274,1,5,4,1,1.0,3.32,1427,0.05,0.095,0,0
CUST941,1158,1342,12,5,2,3,12.0,0.86,1226,0.21,0.425,1,1
CUST942,1797,2152,7,2,1,1,1.0,0.84,33,0.338,0.488,1,1
CUST943,3050,2074,2,1,0,5,2.0,1.47,343,0.356,0.531,0,1
CUST944,3693,3179,10,4,1,4,1.43,1.16,1110,0.268,0.493,0,1
CUST945,545,2251,3,2,2,1,0.27,0.24,824,0.06,0.155,0,0
CUST946,6345,4258,7,0,2,5,3.5,1.49,90,0.517,0.712,0,1
CUST947,3109,4592,3,5,4,4,1.5,0.68,516,0.127,0.237,0,0
CUST948,5509,3683,4,2,1,5,0.5,1.5,1365,0.157,0.337,1,1
CUST949,9925,4177,12,4,1,4,3.0,2.38,28,0.534,0.779,1,1
CUST950,1600,1516,9,1,3,1,3.0,1.06,123,0.355,0.495,0,1
CUST951,7570,1742,12,1,0,1,4.0,4.35,674,0.38,0.595,1,0
CUST952,4052,824,13,5,2,0,2.17,4.92,679,0.224,0.404,0,0
CUST953,5569,2534,7,4,3,4,0.88,2.2,376,0.3,0.465,0,1
CUST954,2618,4527,2,1,0,5,0.67,0.58,419,0.341,0.516,1,0
CUST955,7952,2174,7,4,0,3,2.33,3.66,638,0.267,0.462,0,1
CUST956,7644,1945,7,2,2,4,1.75,3.93,1302,0.185,0.365,0,0
CUST957,8012,1155,11,3,3,1,1.57,6.94,904,0.199,0.359,0,0
CUST958,1663,1776,15,0,3,3,1.5,0.94,615,0.512,0.742,0,1
CUST959,7731,1939,8,3,3,2,1.14,3.99,581,0.229,0.374,0,0
CUST960,2835,3229,4,5,3,1,4.0,0.88,389,0.077,0.167,1,0
CUST961,6413,3565,15,3,3,3,1.88,1.8,787,0.403,0.633,1,0
CUST962,9566,1083,13,0,0,3,3.25,8.83,333,0.578,0.833,0,0
CUST963,1245,3355,15,5,2,5,2.14,0.37,1334,0.343,0.618,0,0
CUST964,762,2485,15,0,2,5,1.36,0.31,1429,0.449,0.724,0,1
CUST965,9775,4231,4,2,1,4,1.33,2.31,1358,0.118,0.283,1,0
CUST966,8795,3648,12,5,4,0,1.71,2.41,387,0.218,0.358,1,0
CUST967,7043,2975,12,4,2,5,6.0,2.37,183,0.523,0.768,0,0
CUST968,6820,3321,4,2,1,5,0.8,2.05,1432,0.144,0.324,1,1
CUST969,7145,4528,0,0,0,5,0.0,1.58,1076,0.185,0.34,0,0
CUST970,2500,1897,5,2,1,5,0.62,1.32,406,0.374,0.564,1,0
CUST971,3293,4191,6,1,1,0,1.2,0.79,393,0.226,0.351,0,0
CUST972,5102,4110,3,5,1,0,0.43,1.24,176,0.095,0.19,0,1
CUST973,1951,743,7,3,3,5,7.0,2.63,20,0.436,0.616,1,0
CUST974,6454,842,3,1,4,0,0.33,7.67,1235,0.05,0.1,0,0
CUST975,5814,4480,15,2,4,3,1.36,1.3,760,0.413,0.628,0,0
CUST976,1237,2462,11,5,3,3,1.83,0.5,730,0.264,0.454,0,1
CUST977,8993,3791,4,0,4,0,0.33,2.37,573,0.105,0.165,0,0
CUST978,3379,4202,15,4,3,5,1.36,0.8,7,0.614,0.874,0,1
CUST979,7579,636,11,0,2,5,1.1,11.92,479,0.539,0.774,1,1
CUST980,1945,1166,11,3,3,5,2.2,1.67,789,0.382,0.602,0,0
CUST981,5237,4760,1,1,3,0,0.11,1.1,1379,0.05,0.095,0,0
CUST982,4287,4155,3,3,4,1,1.0,1.03,434,0.073,0.138,0,0
CUST983,5649,1232,3,3,0,1,0.6,4.59,786,0.083,0.208,0,0
CUST984,8360,4401,3,5,1,4,0.25,1.9,186,0.253,0.408,0,1
CUST985,9506,1029,10,3,3,5,2.5,9.24,895,0.336,0.546,1,1
CUST986,3382,1218,3,0,2,5,0.3,2.78,238,0.387,0.542,1,0
CUST987,9075,3614,0,2,0,4,0.0,2.51,389,0.232,0.372,0,1
CUST988,3939,3490,4,4,4,4,0.57,1.13,219,0.236,0.356,1,0
CUST989,7767,3088,4,2,1,3,0.4,2.52,302,0.29,0.44,1,0
CUST990,2322,781,10,2,4,5,0.83,2.97,561,0.408,0.603,0,0
CUST991,5758,2267,15,2,3,0,1.25,2.54,313,0.402,0.587,1,0
CUST992,6719,2343,1,1,3,5,0.09,2.87,613,0.217,0.337,0,1
CUST993,8056,676,12,2,3,5,1.71,11.92,714,0.447,0.677,1,1
CUST994,9278,2818,9,5,1,5,4.5,3.29,807,0.319,0.549,1,0
CUST995,2553,943,9,3,1,4,0.75,2.71,905,0.309,0.524,0,0
CUST996,449,2218,6,5,1,5,0.5,0.2,742,0.257,0.457,0,1
CUST997,1873,1709,12,3,1,0,1.5,1.1,729,0.259,0.444,1,1
CUST998,6919,4722,10,4,3,1,10.0,1.47,502,0.23,0.38,1,0
CUST999,1768,2979,5,5,3,5,0.45,0.59,950,0.15,0.31,0,0
CUST1000,1653,4146,11,0,0,0,1.38,0.4,250,0.425,0.615,0,0
